query_text	PMid	pmcrefcount	title	source	pubdate
glioma (astrocytoma) AND expression AND RXRG[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SDCBP[Gene]	24305713	19	MDA-9/syntenin is a key regulator of glioma pathogenesis.	Neuro Oncol	2014 Jan
glioma (astrocytoma) AND expression AND SDCBP[Gene]	28011764	12	Inhibition of radiation-induced glioblastoma invasion by genetic and pharmacological targeting of MDA-9/Syntenin.	Proc Natl Acad Sci U S A	2017 Jan 10
glioma (astrocytoma) AND expression AND SDCBP[Gene]	29944105		miR-135a-5p and miR-124-3p Inhibit Malignancy of Glioblastoma by Downregulation of Syndecan Binding Protein.	J Biomed Nanotechnol	2018 Jul 1
glioma (astrocytoma) AND expression AND SDHB[Gene]	23842546	49	Landscape of the mitochondrial Hsp90 metabolome in tumours.	Nat Commun	2013
glioma (astrocytoma) AND expression AND SDHB[Gene]	23707781	159	SDH mutations establish a hypermethylator phenotype in paraganglioma.	Cancer Cell	2013 Jun 10
glioma (astrocytoma) AND expression AND SIKE1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SLC13A4[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SLC24A5[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SLC25A13[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SLC25A18[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SNAP29[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SNTA1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND SOAT1[Gene]	1	26	Inhibition of SOAT1 Suppresses Glioblastoma Growth via Blocking SREBP-1-Mediated Lipogenesis.	Clin Cancer Res	2016 Nov 1
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	22525272	69	The autophagy-associated factors DRAM1 and p62 regulate cell migration and invasion in glioblastoma stem cells.	Oncogene	2013 Feb 7
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	26046590	6	Parkinsonian toxin-induced oxidative stress inhibits basal autophagy in astrocytes via NQO2/quinone oxidoreductase 2: Implications for neuroprotection.	Autophagy	2015
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	27337297	20	Cocaine induces astrocytosis through ER stress-mediated activation of autophagy.	Autophagy	2016 Aug 2
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	25482944	16	Autophagy and lysosomal related protein expression patterns in human glioblastoma.	Cancer Biol Ther	2014
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	24434817	11	Glutathione transferase mu 2 protects glioblastoma cells against aminochrome toxicity by preventing autophagy and lysosome dysfunction.	Autophagy	2014 Apr
glioma (astrocytoma) AND expression AND SQSTM1[Gene]	29306018	1	Aldehyde dehydrogenase 1A3 (ALDH1A3) is regulated by autophagy in human glioblastoma cells.	Cancer Lett	2018 Mar 28
glioma (astrocytoma) AND expression AND SSX2IP[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND STAC2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND STAG3L4[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TANGO2[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TMEM106C[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TMEM60[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TRAPPC2L[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TRPM3[Gene]	25140002	20	Clemizole hydrochloride is a novel and potent inhibitor of transient receptor potential channel TRPC5.	Mol Pharmacol	2014 Nov
glioma (astrocytoma) AND expression AND TRPM3[Gene]	26088448	16	Gene expressions of TRP channels in glioblastoma multiforme and relation with survival.	Tumour Biol	2015 Dec
glioma (astrocytoma) AND expression AND TSPAN10[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TTR[Gene]	10869517	5	Receptor-mediated endocytosis of transthyretin by ependymoma cells.	Brain Res	2000 Jul 7
glioma (astrocytoma) AND expression AND TTR[Gene]	26188054	2	Mitosin and pHH3 predict poorer survival in astrocytomas WHO grades II and III.	J Clin Pathol	2016 Jan
glioma (astrocytoma) AND expression AND TXNL4A[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND TYR[Gene]	26410343	8	Olive oil compounds inhibit the paracrine regulation of TNF-α-induced endothelial cell migration through reduced glioblastoma cell cyclooxygenase-2 expression.	J Nutr Biochem	2016 Jan
glioma (astrocytoma) AND expression AND TYR[Gene]	17727628	8	Formyl peptide-receptor like-1 requires lipid raft and extracellular signal-regulated protein kinase to activate inhibitor-kappa B kinase in human U87 astrocytoma cells.	J Neurochem	2007 Nov
glioma (astrocytoma) AND expression AND TYR[Gene]	24762811	6	A crucial role for DOK1 in PDGF-BB-stimulated glioma cell invasion through p130Cas and Rap1 signalling.	J Cell Sci	2014 Jun 15
glioma (astrocytoma) AND expression AND TYR[Gene]	17643960	6	Formyl peptide receptor like 1 differentially requires mitogen-activated protein kinases for the induction of glial fibrillary acidic protein and interleukin-1alpha in human U87 astrocytoma cells.	Cell Signal	2007 Oct
glioma (astrocytoma) AND expression AND TYR[Gene]	21933022	5	Transcriptional repression of Mad-Max complex by human umbilical cord blood stem cells downregulates extracellular signal-regulated kinase in glioblastoma.	Stem Cells Dev	2012 Jul 1
glioma (astrocytoma) AND expression AND TYR[Gene]	20162575	5	The effect of GHRH antagonists on human glioblastomas and their mechanism of action.	Int J Cancer	2010 Nov 15
glioma (astrocytoma) AND expression AND TYR[Gene]	16447258	5	Human glioblastoma ADF cells express tyrosinase, L-tyrosine hydroxylase and melanosomes and are sensitive to L-tyrosine and phenylthiourea.	J Cell Physiol	2006 Jun
glioma (astrocytoma) AND expression AND TYR[Gene]	18234969	41	Transcription-dependent epidermal growth factor receptor activation by hepatocyte growth factor.	Mol Cancer Res	2008 Jan
glioma (astrocytoma) AND expression AND TYR[Gene]	21127066	32	Transactivation of the epidermal growth factor receptor by heat shock protein 90 via Toll-like receptor 4 contributes to the migration of glioblastoma cells.	J Biol Chem	2011 Feb 4
glioma (astrocytoma) AND expression AND TYR[Gene]	16954557	3	Locoregional delivery of adenoviral vectors.	J Nucl Med	2006 Sep
glioma (astrocytoma) AND expression AND TYR[Gene]	21896743	28	Crosstalk between the urokinase-type plasminogen activator receptor and EGF receptor variant III supports survival and growth of glioblastoma cells.	Proc Natl Acad Sci U S A	2011 Sep 20
glioma (astrocytoma) AND expression AND TYR[Gene]	20470863	26	Sorafenib exerts anti-glioma activity in vitro and in vivo.	Neurosci Lett	2010 Jul 12
glioma (astrocytoma) AND expression AND TYR[Gene]	9176405	26	Molecular detection of tumor-associated antigens shared by human cutaneous melanomas and gliomas.	Am J Pathol	1997 Jun
glioma (astrocytoma) AND expression AND TYR[Gene]	24747440	24	Profilin-1 phosphorylation directs angiocrine expression and glioblastoma progression through HIF-1α accumulation.	Nat Cell Biol	2014 May
glioma (astrocytoma) AND expression AND TYR[Gene]	25347738	13	Neutralizing the EGF receptor in glioblastoma cells stimulates cell migration by activating uPAR-initiated cell signaling.	Oncogene	2015 Jul 30
glioma (astrocytoma) AND expression AND TYR[Gene]	23007395	10	Tyrosine phosphorylation of the p21 cyclin-dependent kinase inhibitor facilitates the development of proneural glioma.	J Biol Chem	2012 Nov 9
glioma (astrocytoma) AND expression AND TYR[Gene]	24821382	1	Activation of STAT5 contributes to proliferation in U87 human glioblastoma multiforme cells.	Mol Med Rep	2014 Jul
glioma (astrocytoma) AND expression AND TYR[Gene]	19559020	1	A reduction of epidermal growth factor receptor is involved in brefelamide-induced inhibition of phosphorylation of ERK in human astrocytoma cells.	Eur J Pharmacol	2009 Aug 15
glioma (astrocytoma) AND expression AND TYR[Gene]	9630166	1	Kinase inhibitors abrogate IFN-gamma-induced class II transactivator and class II MHC gene expression in astroglioma cell lines.	J Neuroimmunol	1998 May 15
glioma (astrocytoma) AND expression AND TYR[Gene]	11244959		[A study of gene expression of PDGFBB and PDGFR as well as level of PDGFR activity in human glioma cells].	Zhonghua Bing Li Xue Za Zhi	1998 Apr
glioma (astrocytoma) AND expression AND TYRP1[Gene]	9176405	26	Molecular detection of tumor-associated antigens shared by human cutaneous melanomas and gliomas.	Am J Pathol	1997 Jun
glioma (astrocytoma) AND expression AND TYRP1[Gene]	17409412	15	Effect of human skin-derived stem cells on vessel architecture, tumor growth, and tumor invasion in brain tumor animal models.	Cancer Res	2007 Apr 1
glioma (astrocytoma) AND expression AND UAP1L1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND UROS[Gene]	1	4	Impact of somatic copy number alterations on the glioblastoma miRNome: miR-4484 is a genomically deleted tumour suppressor.	Mol Oncol	2017 Aug
glioma (astrocytoma) AND expression AND VSIG4[Gene]	1	1	Let-7g-5p inhibits epithelial-mesenchymal transition consistent with reduction of glioma stem cell phenotypes by targeting VSIG4 in glioblastoma.	Oncol Rep	2016 Nov
glioma (astrocytoma) AND expression AND WBSCR16[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND WI2-1896O14.1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ZIC1[Gene]	NA	NA	NA	NA	NA
glioma (astrocytoma) AND expression AND ZNF106[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AAAS[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ABCC8[Gene]	1		Sulfonylurea receptor 1 expression is variable in adult and pediatric brain tumors.	Clin Neuropathol	2018 Sep/Oct
medulloblastoma AND expression AND AC004453.8[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AC007969.5[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ACAP3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ACIN1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ACTG1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ACTL6B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AGAP1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AIPL1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AKAP8L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AMPD2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ANKRD13B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ANKZF1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ANO2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AP3B2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND APCDD1L-AS1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND APCDD1L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ARHGDIG[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ASIC1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ASXL1[Gene]	1	107	The landscape of somatic mutations in epigenetic regulators across 1,000 paediatric cancer genomes.	Nat Commun	2014 Apr 8
medulloblastoma AND expression AND ATG4B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ATG9A[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ATP13A1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ATP1A3[Gene]	1	7	Immunohistochemical analyses of alpha1 and alpha3 Na+/K+-ATPase subunit expression in medulloblastomas.	Anticancer Res	2011 Mar
medulloblastoma AND expression AND ATP1B2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ATP5SL[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AUP1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND AUTS2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND BCS1L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND BICD1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND BPTF[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND BRD8[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND BRSK2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND C1orf61[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CA4[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CABP7[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CACNA1G[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CAD[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CADM3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CADPS[Gene]	1	19	Genome-wide molecular characterization of central nervous system primitive neuroectodermal tumor and pineoblastoma.	Neuro Oncol	2011 Aug
medulloblastoma AND expression AND CAMKV[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CBFA2T2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CBLN1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CCDC101[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CDH24[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CDHR1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CELF3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CELSR3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CENPBD1P1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CEP250[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CEP95[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CHGA[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CHGB[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CHN2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CIZ1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CLASP2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CLASRP[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CLK2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CMTR1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CNNM3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CNTFR[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CNTROB[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND COL27A1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CPLX3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CPNE7[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CPSF3L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CRMP1[Gene]	28025999	3	miR-200a-3p promotes the proliferation of human esophageal cancer cells by post-transcriptionally regulating cytoplasmic collapsin response mediator protein-1.	Int J Mol Med	2016 Nov
medulloblastoma AND expression AND CRMP1[Gene]	26009886	3	CRMP1 Inhibits Proliferation of Medulloblastoma and Is Regulated by HMGA1.	PLoS One	2015
medulloblastoma AND expression AND CROCC[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CRX[Gene]	19936203	9	CRX is a diagnostic marker of retinal and pineal lineage tumors.	PLoS One	2009 Nov 20
medulloblastoma AND expression AND CRX[Gene]	29533784	6	NRL and CRX Define Photoreceptor Identity and Reveal Subgroup-Specific Dependencies in Medulloblastoma.	Cancer Cell	2018 Mar 12
medulloblastoma AND expression AND CRX[Gene]	26397460	3	OTX2 is a therapeutic target for retinoblastoma and may function as a common factor between C-MYC, CRX, and phosphorylated RB pathways.	Int J Oncol	2015 Nov
medulloblastoma AND expression AND CRX[Gene]	23235340	2	CRX/OTX3: a useful marker in the differential diagnosis of tumors of the pineal region and indicator of photoreceptor differentiation in medulloblastomas and atypical teratoid rhabdoid tumors.	Appl Immunohistochem Mol Morphol	2013 May
medulloblastoma AND expression AND CRX[Gene]	29758594	1	PHOX2B is a reliable immunomarker in distinguishing peripheral neuroblastic tumours from CNS embryonal tumours.	Histopathology	2018 Sep
medulloblastoma AND expression AND CRY1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CRYBG3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CSNK1E[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CSPG5[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CTC-435M10.3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CTC1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CTD-2192J16.15[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CTD-2537I9.12[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND CYP2W1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DDB2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DDX55[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DENND4B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DHPS[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DHX34[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DNMT3A[Gene]	29861161	8	MLL4 Is Required to Maintain Broad H3K4me3 Peaks and Super-Enhancers at Tumor Suppressor Genes.	Mol Cell	2018 Jun 7
medulloblastoma AND expression AND DNMT3A[Gene]	27543768	1	High expression of DNA methyltransferases in primary human medulloblastoma.	Folia Neuropathol	2016
medulloblastoma AND expression AND DOC2A[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DOT1L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DPH1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DPH5[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DRAXIN[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DUS3L[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND DUSP8[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND EBF1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ECSIT[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND EDN2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND EIF2B4[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND ENO3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND EPHA8[Gene]	1	7	EphrinB1 expression is dysregulated and promotes oncogenic signaling in medulloblastoma.	J Neurooncol	2015 Jan
medulloblastoma AND expression AND EXOSC10[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND FAM57B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND FGF11[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND FNDC5[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND FRMPD2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GABRA5[Gene]	24196163	10	α5-GABAA receptors negatively regulate MYC-amplified medulloblastoma growth.	Acta Neuropathol	2014 Apr
medulloblastoma AND expression AND GABRA5[Gene]	30725256		Modulating native GABA&lt;sub&gt;A&lt;/sub&gt; receptors in medulloblastoma with positive allosteric benzodiazepine-derivatives induces cell death.	J Neurooncol	2019 May
medulloblastoma AND expression AND GABRB3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GABRG2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GDAP1L1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GDI1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GFAP[Gene]	17483310	9	Transgenic E2F1 expression in the mouse brain induces a human-like bimodal pattern of tumors.	Cancer Res	2007 May 1
medulloblastoma AND expression AND GFAP[Gene]	23852537	7	Notch1-induced brain tumor models the sonic hedgehog subgroup of human medulloblastoma.	Cancer Res	2013 Sep 1
medulloblastoma AND expression AND GFAP[Gene]	22574128	6	GFAP-Cre-mediated transgenic activation of Bmi1 results in pituitary tumors.	PLoS One	2012
medulloblastoma AND expression AND GFAP[Gene]	18619852	6	Nuclear receptor binding protein 2 is induced during neural progenitor differentiation and affects cell survival.	Mol Cell Neurosci	2008 Sep
medulloblastoma AND expression AND GFAP[Gene]	27769070	4	Characterization of pancreatic glucagon-producing tumors and pituitary gland tumors in transgenic mice overexpressing MYCN in hGFAP-positive cells.	Oncotarget	2016 Nov 15
medulloblastoma AND expression AND GFAP[Gene]	25000562	4	Gender effect in experimental models of human medulloblastoma: does the estrogen receptor β signaling play a role?	PLoS One	2014
medulloblastoma AND expression AND GFAP[Gene]	16691420	4	Medulloblastoma: histopathologic and molecular markers of anaplasia and biologic behavior.	Acta Neuropathol	2006 Jul
medulloblastoma AND expression AND GFAP[Gene]	11008200	31	C-MYC expression in medulloblastoma and its prognostic value.	Int J Cancer	2000 Sep 20
medulloblastoma AND expression AND GFAP[Gene]	19351370	3	Medulloblastoma with myogenic differentiation showing double immunopositivity for synaptophysin and myoglobin.	Pathol Int	2009 Apr
medulloblastoma AND expression AND GFAP[Gene]	16309171	3	Morphological, immunocytochemical and flow cytometric in vitro characterisation of a surface-adherent medulloblastoma.	Anticancer Res	2005 Nov-Dec
medulloblastoma AND expression AND GFAP[Gene]	23054560	29	HD-MB03 is a novel Group 3 medulloblastoma model demonstrating sensitivity to histone deacetylase inhibitor treatment.	J Neurooncol	2012 Dec
medulloblastoma AND expression AND GFAP[Gene]	19048113	29	Bmi1 is required for Hedgehog pathway-driven medulloblastoma expansion.	Neoplasia	2008 Dec
medulloblastoma AND expression AND GFAP[Gene]	20465457	2	Recurrence in medulloblastoma - influence of clinical, histological and immunohistochemical factors.	Br J Neurosurg	2010 Jun
medulloblastoma AND expression AND GFAP[Gene]	12588433	2	Immunohistochemical analysis for histopathological subtypes in pediatric medulloblastomas.	Pathol Int	2003 Feb
medulloblastoma AND expression AND GFAP[Gene]	18372915	19	c-Myc and beta-catenin cooperate with loss of p53 to generate multiple members of the primitive neuroectodermal tumor family in mice.	Oncogene	2008 Jul 24
medulloblastoma AND expression AND GFAP[Gene]	22120608	17	Novel cell lines established from pediatric brain tumors.	J Neurooncol	2012 Apr
medulloblastoma AND expression AND GFAP[Gene]	15981098	12	CIC, a gene involved in cerebellar development and ErbB signaling, is significantly expressed in medulloblastomas.	J Neurooncol	2005 Jun
medulloblastoma AND expression AND GFAP[Gene]	29758594	1	PHOX2B is a reliable immunomarker in distinguishing peripheral neuroblastic tumours from CNS embryonal tumours.	Histopathology	2018 Sep
medulloblastoma AND expression AND GFAP[Gene]	30074494		Central Nervous System-type Neuroepithelial Tumors and Tumor-like Proliferations Developing in the Gynecologic Tract and Pelvis: Clinicopathologic Analysis of 23 Cases.	Am J Surg Pathol	2018 Nov
medulloblastoma AND expression AND GFAP[Gene]	11244998		[A clinicopathological analysis of primitive neuroectodermal tumors of the CNS].	Zhonghua Bing Li Xue Za Zhi	1998 Aug
medulloblastoma AND expression AND GGA3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GLIPR2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GNAO1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GNB2L1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GNB3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GPM6A[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GRAMD1B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GRIN1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GSG1[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND GTF3C2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HDAC10[Gene]	1	1	The HDAC6/8/10 inhibitor TH34 induces DNA damage-mediated cell death in human high-grade neuroblastoma cell lines.	Arch Toxicol	2018 Aug
medulloblastoma AND expression AND HECTD4[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HES6[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HINFP[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HK2[Gene]	28515149	8	Pyruvate Kinase Inhibits Proliferation during Postnatal Cerebellar Neurogenesis and Suppresses Medulloblastoma Formation.	Cancer Res	2017 Jun 15
medulloblastoma AND expression AND HK2[Gene]	24569090	6	Adaptations of energy metabolism during cerebellar neurogenesis are co-opted in medulloblastoma.	Cancer Lett	2015 Jan 28
medulloblastoma AND expression AND HK2[Gene]	22496891	6	JC virus T-antigen regulates glucose metabolic pathways in brain tumor cells.	PLoS One	2012
medulloblastoma AND expression AND HK2[Gene]	26835355	5	Energy metabolism in neurodevelopment and medulloblastoma.	Transl Pediatr	2015 Jan
medulloblastoma AND expression AND HK2[Gene]	24280485	38	Hexokinase-2-mediated aerobic glycolysis is integral to cerebellar neurogenesis and pathogenesis of medulloblastoma.	Cancer Metab	2013 Jan 23
medulloblastoma AND expression AND HLX[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HMP19[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND HPCA[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND IGSF21[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND INSM1[Gene]	23533081	6	Adenoviral insulinoma-associated protein 1 promoter-driven suicide gene therapy with enhanced selectivity for treatment of neuroendocrine cancers.	Ochsner J	2013 Spring
medulloblastoma AND expression AND INSM1[Gene]	19604042	5	INSM1 promoter-driven adenoviral herpes simplex virus thymidine kinase cancer gene therapy for the treatment of primitive neuroectodermal tumors.	Hum Gene Ther	2009 Nov
medulloblastoma AND expression AND INSM1[Gene]	16569215	22	INSM1 functions as a transcriptional repressor of the neuroD/beta2 gene through the recruitment of cyclin D1 and histone deacetylases.	Biochem J	2006 Jul 1
medulloblastoma AND expression AND INSM1[Gene]	18231642	20	An integrated approach identifies Nhlh1 and Insm1 as Sonic Hedgehog-regulated genes in developing cerebellum and medulloblastoma.	Neoplasia	2008 Jan
medulloblastoma AND expression AND INSM1[Gene]	26530405	2	Detection of neuroendocrine tumors using promoter-specific secreted Gaussia luciferase.	Int J Oncol	2016 Jan
medulloblastoma AND expression AND INSM1[Gene]	29490065		INSM1 Expression Is Frequent in Primary Central Nervous System Neoplasms but Not in the Adult Brain Parenchyma.	J Neuropathol Exp Neurol	2018 May 1
medulloblastoma AND expression AND KANSL3[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KCNQ2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KDM3A[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIAA0195[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIAA0556[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIAA1614[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIF1B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIF21B[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIF5C[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KIRREL2[Gene]	NA	NA	NA	NA	NA
medulloblastoma AND expression AND KLHDC8A[Gene]	NA	NA	NA	NA	NA
