query_text	PMid	pmcrefcount	title	source	pubdate
medulloblastoma AND expression AND OTX2[Gene]	26397460	3	OTX2 is a therapeutic target for retinoblastoma and may function as a common factor between C-MYC, CRX, and phosphorylated RB pathways.	Int J Oncol	2015 Nov
medulloblastoma AND expression AND OTX2[Gene]	22986744	19	OTX2 represses myogenic and neuronal differentiation in medulloblastoma cells.	Cancer Res	2012 Nov 15
medulloblastoma AND expression AND OTX2[Gene]	23179372	14	OTX2 sustains a bivalent-like state of OTX2-bound promoters in medulloblastoma by maintaining their H3K27me3 levels.	Acta Neuropathol	2013 Mar
medulloblastoma AND expression AND OTX2[Gene]	24756834	13	miR-219 inhibits the proliferation, migration and invasion of medulloblastoma cells by targeting CD164.	Int J Mol Med	2014 Jul
medulloblastoma AND expression AND OTX2[Gene]	25473003	10	A five-gene hedgehog signature developed as a patient preselection tool for hedgehog inhibitor therapy in medulloblastoma.	Clin Cancer Res	2015 Feb 1
medulloblastoma AND expression AND OTX2[Gene]	30797919	1	OTX1 and OTX2 Genes in Medulloblastoma.	World Neurosurg	2019 Jul
medulloblastoma AND expression AND OTX2[Gene]	29377567	1	Characterization of a novel OTX2-driven stem cell program in Group 3 and Group 4 medulloblastoma.	Mol Oncol	2018 Apr
medulloblastoma AND expression AND OTX2[Gene]	28401018	1	OTX2 expression contributes to proliferation and progression in Myc-amplified medulloblastoma.	Am J Cancer Res	2017
medulloblastoma AND expression AND OTX2[Gene]	23649504	1	Novel gene expression model for outcome prediction in paediatric medulloblastoma.	J Mol Neurosci	2013 Oct
medulloblastoma AND expression AND OTX2[Gene]	22783640	1	Brain development is a multi-level regulated process--the case of the OTX2 gene.	Pediatr Endocrinol Rev	2011 Sep
medulloblastoma AND expression AND OTX2[Gene]	28844926		An Unusual Combination of Mirror-Image Dextrocardia with Familial Medulloblastoma: Is There a Histogenetic Relationship?	World Neurosurg	2017 Nov
medulloblastoma AND expression AND OTX2[Gene]	27297109		Hand1 overexpression inhibits medulloblastoma metastasis.	Biochem Biophys Res Commun	2016 Aug 19
medulloblastoma AND expression AND OTX2[Gene]	25198066		Chromatin accessibility mapping identifies mediators of basal transcription and retinoid-induced repression of OTX2 in medulloblastoma.	PLoS One	2014
medulloblastoma AND expression AND PPP2R2B[Gene]	1		Differential Expression of Genes for Ubiquitin Ligases in Medulloblastoma Subtypes.	Cerebellum	2019 Jun
medulloblastoma AND expression AND SNAP25[Gene]	1		Detection of lower levels of SNAP25 using multiple microarray systems and its functional significance in medulloblastoma.	Int J Mol Med	2017 May
medulloblastoma AND expression AND SNHG1[Gene]	1	4	Systemically identifying and prioritizing risk lncRNAs through integration of pan-cancer phenotype associations.	Oncotarget	2017 Feb 14
medulloblastoma AND expression AND STK25[Gene]	1	7	STK25 protein mediates TrkA and CCM2 protein-dependent death in pediatric tumor cells of neural origin.	J Biol Chem	2012 Aug 24
medulloblastoma AND expression AND SYP[Gene]	1	19	Prognostic significance of clinical, histopathological, and molecular characteristics of medulloblastomas in the prospective HIT2000 multicenter clinical trial cohort.	Acta Neuropathol	2014 Jul
medulloblastoma AND expression AND TBR1[Gene]	1	285	Dissecting the genomic complexity underlying medulloblastoma.	Nature	2012 Aug 2
medulloblastoma AND expression AND TBX1[Gene]	1		[Sonic Hedgehog signaling pathway and regulation of inner ear development].	Yi Chuan	2013 Sep
medulloblastoma AND expression AND XRCC1[Gene]	22542805	5	Blockade of SOX4 mediated DNA repair by SPARC enhances radioresponse in medulloblastoma.	Cancer Lett	2012 Oct 28
medulloblastoma AND expression AND XRCC1[Gene]	30274781		DNA polymerase β deficiency in the p53 null cerebellum leads to medulloblastoma formation.	Biochem Biophys Res Commun	2018 Oct 28
primitive neuroectodermal tumor of the central nervous system AND expression AND ABCA5[Gene]	1	2	Changes in sphingomyelin level affect alpha-synuclein and ABCA5 expression.	J Parkinsons Dis	2012
primitive neuroectodermal tumor of the central nervous system AND expression AND AMPH[Gene]	1	8	Melatonin inhibits amphetamine-induced increase in alpha-synuclein and decrease in phosphorylated tyrosine hydroxylase in SK-N-SH cells.	Neurosci Lett	2008 May 16
primitive neuroectodermal tumor of the central nervous system AND expression AND ARNTL[Gene]	1	10	A disruption mechanism of the molecular clock in a MPTP mouse model of Parkinson's disease.	Neuromolecular Med	2013 Jun
primitive neuroectodermal tumor of the central nervous system AND expression AND CCNG1[Gene]	1	47	Id2 mediates tumor initiation, proliferation, and angiogenesis in Rb mutant mice.	Mol Cell Biol	2005 May
primitive neuroectodermal tumor of the central nervous system AND expression AND CDC14B[Gene]	1	14	Modulation of gene expression in human central nervous system tumors under methionine deprivation-induced stress.	Cancer Res	2004 Oct 15
primitive neuroectodermal tumor of the central nervous system AND expression AND CDKN2C[Gene]	19147556	7	p18Ink4c and p53 Act as tumor suppressors in cyclin D1-driven primitive neuroectodermal tumor.	Cancer Res	2009 Jan 15
primitive neuroectodermal tumor of the central nervous system AND expression AND CDKN2C[Gene]	16260494	69	The tumor suppressors Ink4c and p53 collaborate independently with Patched to suppress medulloblastoma formation.	Genes Dev	2005 Nov 15
primitive neuroectodermal tumor of the central nervous system AND expression AND CDKN2C[Gene]	19147535	29	Two tumor suppressors, p27Kip1 and patched-1, collaborate to prevent medulloblastoma.	Mol Cancer Res	2009 Jan
primitive neuroectodermal tumor of the central nervous system AND expression AND CRMP1[Gene]	26009886	3	CRMP1 Inhibits Proliferation of Medulloblastoma and Is Regulated by HMGA1.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND CRMP1[Gene]	9115293	14	Identification and characterization of a retinoic acid-regulated human homologue of the unc-33-like phosphoprotein gene (hUlip) from neuroblastoma cells.	J Biol Chem	1997 May 2
primitive neuroectodermal tumor of the central nervous system AND expression AND CRMP1[Gene]	25865307	12	Proteomic analysis of the palmitoyl protein thioesterase 1 interactome in SH-SY5Y human neuroblastoma cells.	J Proteomics	2015 Jun 18
primitive neuroectodermal tumor of the central nervous system AND expression AND CRY1[Gene]	1	10	A disruption mechanism of the molecular clock in a MPTP mouse model of Parkinson's disease.	Neuromolecular Med	2013 Jun
primitive neuroectodermal tumor of the central nervous system AND expression AND EEF2[Gene]	1		Activity of translation regulator eukaryotic elongation factor-2 kinase is increased in Parkinson disease brain and its inhibition reduces alpha synuclein toxicity.	Acta Neuropathol Commun	2018 Jul 2
primitive neuroectodermal tumor of the central nervous system AND expression AND GPC3[Gene]	1	6	Immunohistochemical expression of glypican-3 in pediatric tumors: an analysis of 414 cases.	Pediatr Dev Pathol	2013 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND expression AND HIC1[Gene]	18347096	42	Cooperation between the Hic1 and Ptch1 tumor suppressors in medulloblastoma.	Genes Dev	2008 Mar 15
primitive neuroectodermal tumor of the central nervous system AND expression AND HIC1[Gene]	16965951	4	KCTD11 expression in medulloblastoma is lower than in adult cerebellum and higher than in neural stem cells.	Cancer Genet Cytogenet	2006 Oct 1
primitive neuroectodermal tumor of the central nervous system AND expression AND HIC1[Gene]	14688019	26	Identification of tumour-specific epigenetic events in medulloblastoma development by hypermethylation profiling.	Carcinogenesis	2004 May
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	28504719	9	Novel MYC-driven medulloblastoma models from multiple embryonic cerebellar cells.	Oncogene	2017 Sep 14
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	25686800	8	LC3 overexpression reduces Aβ neurotoxicity through increasing α7nAchR expression and autophagic activity in neurons and mice.	Neuropharmacology	2015 Jun
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	28627017	6	Functional expression of calcium-permeable canonical transient receptor potential 4-containing channels promotes migration of medulloblastoma cells.	J Physiol	2017 Aug 15
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	27597528	6	Search for SCA2 blood RNA biomarkers highlights Ataxin-2 as strong modifier of the mitochondrial factor PINK1 levels.	Neurobiol Dis	2016 Dec
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	27335034	6	Rescue of Hypovitaminosis A Induces Non-Amyloidogenic Amyloid Precursor Protein (APP) Processing.	Curr Alzheimer Res	2016
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	24488179	55	The long non-coding RNA Paupar regulates the expression of both local and distal genes.	EMBO J	2014 Feb 18
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	25785590	5	Molecular and in vivo characterization of cancer-propagating cells derived from MYCN-dependent medulloblastoma.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	27695363	4	Atypical teratoid/rhabdoid tumors: challenges and search for solutions.	Cancer Manag Res	2016
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	24435466	4	17β-estradiol downregulated the expression of TASK-1 channels in mouse neuroblastoma N2A cells.	J Membr Biol	2014 Mar
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	28687316	3	Levodopa (L-DOPA) attenuates endoplasmic reticulum stress response and cell death signaling through DRD2 in SH-SY5Y neuronal cells under α-synuclein-induced toxicity.	Neuroscience	2017 Sep 1
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	24346283	21	Epigenetic silencing of miRNA-9 is associated with HES1 oncogenic activity and poor prognosis of medulloblastoma.	Br J Cancer	2014 Feb 4
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	29869738	2	Rethinking medulloblastoma from a targeted therapeutics perspective.	J Neurooncol	2018 Sep
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	25973108	2	Gliosarcoma with primitive neuroectodermal, osseous, cartilage and adipocyte differentiation: a case report.	Int J Clin Exp Pathol	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	27021521	18	Potentially functional polymorphisms in the LIN28B gene contribute to neuroblastoma susceptibility in Chinese children.	J Cell Mol Med	2016 Aug
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	25391241	17	Foretinib is effective therapy for metastatic sonic hedgehog medulloblastoma.	Cancer Res	2015 Jan 1
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	26466568	104	Telomerase activation by genomic rearrangements in high-risk neuroblastoma.	Nature	2015 Oct 29
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	28095495	1	DNA Methylation Analysis of BRD1 Promoter Regions and the Schizophrenia rs138880 Risk Allele.	PLoS One	2017
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	29687281		Prognostic value of Ki-67 index in adult medulloblastoma after accounting for molecular subgroup: a retrospective clinical and molecular analysis.	J Neurooncol	2018 Sep
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	29490065		INSM1 Expression Is Frequent in Primary Central Nervous System Neoplasms but Not in the Adult Brain Parenchyma.	J Neuropathol Exp Neurol	2018 May 1
primitive neuroectodermal tumor of the central nervous system AND expression AND LARGE[Gene]	28464318		Examination of PHOX2B in adult neuroendocrine neoplasms reveals relatively frequent expression in phaeochromocytomas and paragangliomas.	Histopathology	2017 Oct
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	19680737	9	Effects of proNGF on neuronal viability, neurite growth and amyloid-beta metabolism.	Neurotox Res	2010 Apr
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	21346312	7	Neuroprotective effect of neuropeptide Y against β-amyloid 25-35 toxicity in SH-SY5Y neuroblastoma cells is associated with increased neurotrophin production.	Neurodegener Dis	2011
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	8922673	6	Triiodothyronine and nerve growth factor are required to induce cytoplasmic dynein expression in rat dorsal root ganglion cultures.	Brain Res Dev Brain Res	1996 Oct 23
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	11418297	4	Immunocytochemical detection of leukocyte-associated and apoptosis-related antigen expression in childhood brain tumors.	Crit Rev Oncol Hematol	2001 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	1649553	4	Nerve growth factor receptor expression in peripheral and central neuroectodermal tumors, other pediatric brain tumors, and during development of the adrenal gland.	Am J Pathol	1991 Jul
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	2033646	4	Transplantation of a temperature-sensitive, nerve growth factor-secreting, neuroblastoma cell line into adult rats with fimbria-fornix lesions rescues cholinergic septal neurons.	J Neurosci Res	1991 Feb
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	19766605	3	Valproate reversibly reduces neurite outgrowth by human SY5Y neuroblastoma cells.	Brain Res	2009 Dec 11
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	9668353	3	Significance of gangliosides in neuronal differentiation of neuroblastoma cells and neurite growth in tissue culture.	Ann N Y Acad Sci	1998 Jun 19
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	11704860	23	The gene for a new brain specific RhoA exchange factor maps to the highly unstable chromosomal region 1p36.2-1p36.3.	Oncogene	2001 Nov 1
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	11438594	22	alpha2-chimaerin, a Cdc42/Rac1 regulator, is selectively expressed in the rat embryonic nervous system and is involved in neuritogenesis in N1E-115 neuroblastoma cells.	J Neurosci	2001 Jul 15
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	16771171	2	TrkA expression is associated with an elevated level of apoptosis in classic medulloblastomas.	Neuropathology	2006 Jun
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	9473629	2	NGF, cyclic AMP, and phorbol esters regulate oxytocin receptor gene transcription in SK-N-SH and MCF7 cells.	Brain Res Mol Brain Res	1998 Jan
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	15147304	16	Nicotine reduces A beta in the brain and cerebral vessels of APPsw mice.	Eur J Neurosci	2004 May
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	15611041	15	HIV-1 Tat interactions with p300 and PCAF transcriptional coactivators inhibit histone acetylation and neurotrophin signaling through CREB.	J Biol Chem	2005 Mar 11
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	29380702	1	Biological and Genetic Features of Neuroblastoma and Their Clinical Importance.	Curr Pediatr Rev	2018
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	29341901	1	A small peptide derived from BMP-9 can increase the effect of bFGF and NGF on SH-SY5Y cells differentiation.	Mol Cell Neurosci	2018 Apr
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	17550129	1	Neurotrophin receptors and heparanase: a functional axis in human medulloblastoma invasion.	J Exp Clin Cancer Res	2007 Mar
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	10652626	1	Fas (APO-1, CD95) receptor expression and new options for immunotherapy in childhood medulloblastomas.	Anticancer Res	1999 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	7523588	1	Nerve growth factor-induced differentiation in neuroblastoma cells expressing TrkA but lacking p75NGFR.	J Neurochem	1994 Oct
primitive neuroectodermal tumor of the central nervous system AND expression AND NGF[Gene]	9450553		Beta1B subunit of voltage-dependent Ca2+ channels is predominant isoform expressed in human neuroblastoma cell line IMR32.	FEBS Lett	1997 Dec 22
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	18068533	9	Methylation of PTCH1, the Patched-1 gene, in a panel of primary medulloblastomas.	Cancer Genet Cytogenet	2008 Jan 1
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	25901736	7	Serpine2/PN-1 Is Required for Proliferative Expansion of Pre-Neoplastic Lesions and Malignant Progression to Medulloblastoma.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	25859932	7	MiR-206, a Cerebellum Enriched miRNA Is Downregulated in All Medulloblastoma Subgroups and Its Overexpression Is Necessary for Growth Inhibition of Medulloblastoma Cells.	J Mol Neurosci	2015 Jul
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	16934747	7	Brain- and heart-specific Patched-1 containing exon 12b is a dominant negative isoform and is expressed in medulloblastomas.	Biochem Biophys Res Commun	2006 Oct 13
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	29531057	5	Lateral cerebellum is preferentially sensitive to high sonic hedgehog signaling and medulloblastoma formation.	Proc Natl Acad Sci U S A	2018 Mar 27
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	18347096	42	Cooperation between the Hic1 and Ptch1 tumor suppressors in medulloblastoma.	Genes Dev	2008 Mar 15
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	16943274	36	Loss of cyclin D1 impairs cerebellar development and suppresses medulloblastoma formation.	Development	2006 Oct
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	26773048	3	MicroRNA Biogenesis and Hedgehog-Patched Signaling Cooperate to Regulate an Important Developmental Transition in Granule Cell Development.	Genetics	2016 Mar
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	20950430	3	RBP-J is not required for granule neuron progenitor development and medulloblastoma initiated by Hedgehog pathway activation in the external germinal layer.	Neural Dev	2010 Oct 15
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	19147535	29	Two tumor suppressors, p27Kip1 and patched-1, collaborate to prevent medulloblastoma.	Mol Cancer Res	2009 Jan
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	17371797	24	Inhibition of medulloblastoma tumorigenesis by the antiproliferative and pro-differentiative gene PC3.	FASEB J	2007 Jul
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	24871706	22	Genomic and transcriptomic analyses match medulloblastoma mouse models to their human counterparts.	Acta Neuropathol	2014 Jul
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	18036580	20	Disruption of the PACAP gene promotes medulloblastoma in ptc1 mutant mice.	Dev Biol	2008 Jan 1
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	27626168	2	Ex vivo miRNome analysis in Ptch1+/- cerebellum granule cells reveals a subset of miRNAs involved in radiation-induced medulloblastoma.	Oncotarget	2016 Oct 18
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	24252690	17	Identification of a neuronal transcription factor network involved in medulloblastoma development.	Acta Neuropathol Commun	2013 Jul 11
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	23115191	15	Tis21 knock-out enhances the frequency of medulloblastoma in Patched1 heterozygous mice by inhibiting the Cxcl3-dependent migration of cerebellar neurons.	J Neurosci	2012 Oct 31
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	22438824	14	Nos2 inactivation promotes the development of medulloblastoma in Ptch1(+/-) mice by deregulation of Gap43-dependent granule cell precursor migration.	PLoS Genet	2012
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	19196975	117	The miR-17~92 cluster collaborates with the Sonic Hedgehog pathway in medulloblastoma.	Proc Natl Acad Sci U S A	2009 Feb 24
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	25775002	11	Hedgehog signaling pathway is active in GBM with GLI1 mRNA expression showing a single continuous distribution rather than discrete high/low clusters.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND PTCH1[Gene]	21633906	10	Bortezomib stabilizes NOXA and triggers ROS-associated apoptosis in medulloblastoma.	J Neurooncol	2011 Dec
primitive neuroectodermal tumor of the central nervous system AND expression AND RASGRP3[Gene]	1	1	Expression of KIAA 0864 protein in neuroepithelial tumors: an analysis based on the presence of monoclonal antibody HFB-16.	J Neurooncol	2008 Sep
primitive neuroectodermal tumor of the central nervous system AND expression AND SHC3[Gene]	1	38	Tyrosine phosphorylation of the beta-amyloid precursor protein cytoplasmic tail promotes interaction with Shc.	J Biol Chem	2002 May 10
primitive neuroectodermal tumor of the central nervous system AND expression AND SNCAIP[Gene]	1	9	The long noncoding RNA linc-NeD125 controls the expression of medulloblastoma driver genes by microRNA sponge activity.	Oncotarget	2017 May 9
primitive neuroectodermal tumor of the central nervous system AND expression AND ZIC1[Gene]	12499499	7	Cerebellar degeneration and autoimmunity to zinc-finger proteins of the cerebellum.	Neurology	2002 Dec 24
primitive neuroectodermal tumor of the central nervous system AND expression AND ZIC1[Gene]	25921740	4	Characterization of cancer stem cells and primary cilia in medulloblastoma.	CNS Neurol Disord Drug Targets	2015
primitive neuroectodermal tumor of the central nervous system AND expression AND ZIC1[Gene]	11015565	27	Genes differentially expressed in medulloblastoma and fetal brain.	Physiol Genomics	1999 Aug 31
primitive neuroectodermal tumor of the central nervous system AND expression AND ZIC1[Gene]	21150899	239	Subtypes of medulloblastoma have distinct developmental origins.	Nature	2010 Dec 23
synovial sarcoma AND expression AND brca1[Gene]	23833051	13	Challenges and controversies in the diagnosis of malignant mesothelioma: Part 2. Malignant mesothelioma subtypes, pleural synovial sarcoma, molecular and prognostic aspects of mesothelioma, BAP1, aquaporin-1 and microRNA.	J Clin Pathol	2013 Oct
synovial sarcoma AND expression AND brca1[Gene]	27077926	1	Trabectedin is a promising antitumour agent for synovial sarcoma.	J Chemother	2016 Oct
undifferentiated spindle cell sarcoma AND expression AND ENG[Gene]	25503931	2	Soluble endoglin antagonizes Met signaling in spindle carcinoma cells.	Carcinogenesis	2015 Feb
undifferentiated spindle cell sarcoma AND expression AND ENG[Gene]	23088614	10	BMP and TGFbeta pathways in human central chondrosarcoma: enhanced endoglin and Smad 1 signaling in high grade tumors.	BMC Cancer	2012 Oct 22
undifferentiated spindle cell sarcoma AND expression AND ERF[Gene]	1	10	Expression of a 91-kilodalton PEA3-binding protein is down-regulated during differentiation of F9 embryonal carcinoma cells.	Mol Cell Biol	1992 May
undifferentiated spindle cell sarcoma AND expression AND ETV1[Gene]	27790742	2	The utility of ETV1, ETV4 and ETV5 RNA in-situ hybridization in the diagnosis of CIC-DUX sarcomas.	Histopathology	2017 Mar
undifferentiated spindle cell sarcoma AND expression AND ETV1[Gene]	29480450		[Ewing sarcomas and Ewing-like sarcomas : New aspects].	Pathologe	2018 Mar
undifferentiated spindle cell sarcoma AND expression AND GFRA1[Gene]	1	2	The testicular transcriptome associated with spermatogonia differentiation initiated by gonadotrophin stimulation in the juvenile rhesus monkey (Macaca mulatta).	Hum Reprod	2017 Oct 1
undifferentiated spindle cell sarcoma AND expression AND IGF2[Gene]	24804818	4	High IGF2 and FGFR3 are associated with tumour progression in undifferentiated pleomorphic sarcomas, but EGFR and FGFR3 mutations are a rare event.	J Cancer Res Clin Oncol	2014 Aug
undifferentiated spindle cell sarcoma AND expression AND IGF2[Gene]	19407853	16	Expression of insulin-like growth factor 2 in mesenchymal neoplasms.	Mod Pathol	2009 Jul
undifferentiated spindle cell sarcoma AND expression AND IGF2[Gene]	19586133		IGF2 is highly expressed in pediatric undifferentiated sarcomas and reveals two distinct cytoplasmic trafficking patterns.	Pediatr Dev Pathol	2010 May-Jun
undifferentiated spindle cell sarcoma AND expression AND NTRK1[Gene]	29553955	5	NTRK Fusions Define a Novel Uterine Sarcoma Subtype With Features of Fibrosarcoma.	Am J Surg Pathol	2018 Jun
undifferentiated spindle cell sarcoma AND expression AND NTRK1[Gene]	29533464		Genetic analyses of undifferentiated small round cell sarcoma identifies a novel sarcoma subtype with a recurrent CRTC1-SS18 gene fusion.	J Pathol	2018 Jun
undifferentiated spindle cell sarcoma AND expression AND PDGFRB[Gene]	26298629	7	VEGFR2 predicts decreased patients survival in soft tissue sarcomas.	Pathol Res Pract	2015 Oct
undifferentiated spindle cell sarcoma AND expression AND PDGFRB[Gene]	24804818	4	High IGF2 and FGFR3 are associated with tumour progression in undifferentiated pleomorphic sarcomas, but EGFR and FGFR3 mutations are a rare event.	J Cancer Res Clin Oncol	2014 Aug
undifferentiated spindle cell sarcoma AND expression AND PDGFRB[Gene]	23435725	2	Endometrial stromal sarcoma: clinicopathological and immunophenotypic study of 16 cases.	Arch Gynecol Obstet	2013 Aug
undifferentiated spindle cell sarcoma AND expression AND PRKAR1A[Gene]	1	6	Genomic landscape of endometrial stromal sarcoma of uterus.	Oncotarget	2015 Oct 20
