query_text	PMid	pmcrefcount	title	source	pubdate
medulloblastoma AND GFAP[Gene]	26613167	2	Cerebellar liponeurocytoma: a rare intracranial tumor with possible familial predisposition. Case report.	J Neurosurg	2016 Jul
medulloblastoma AND GFAP[Gene]	20465457	2	Recurrence in medulloblastoma - influence of clinical, histological and immunohistochemical factors.	Br J Neurosurg	2010 Jun
medulloblastoma AND GFAP[Gene]	22120608	17	Novel cell lines established from pediatric brain tumors.	J Neurooncol	2012 Apr
medulloblastoma AND GFAP[Gene]	29758594	1	PHOX2B is a reliable immunomarker in distinguishing peripheral neuroblastic tumours from CNS embryonal tumours.	Histopathology	2018 Sep
medulloblastoma AND GFAP[Gene]	28545192	1	Atypical Teratoid/ Rhabdoid Tumor of Brain: a Clinicopathologic Study of Eleven Patients and Review of Literature	Asian Pac J Cancer Prev	2017 Apr 1
medulloblastoma AND GFAP[Gene]	27781423	1	Malignant glioma with primitive neuroectodermal tumor-like component (MG-PNET): novel microarray findings in a pediatric patient.	Clin Neuropathol	2016 Nov/Dec
medulloblastoma AND GFAP[Gene]	22800515	1	[Atypical teratoid/rhabdoid tumors of central nervous system in childhood: a clinical and histopathologic study of 6 cases].	Zhonghua Bing Li Xue Za Zhi	2012 Apr
medulloblastoma AND GFAP[Gene]	30074494		Central Nervous System-type Neuroepithelial Tumors and Tumor-like Proliferations Developing in the Gynecologic Tract and Pelvis: Clinicopathologic Analysis of 23 Cases.	Am J Surg Pathol	2018 Nov
medulloblastoma AND GFAP[Gene]	24448710		Atypical teratoid rhabdoid tumor in childhood, 15 cases of a single institute experience.	Turk Patoloji Derg	2014
medulloblastoma AND GFAP[Gene]	22151431		Glioblastoma occurring at the site of a previous medulloblastoma following a 5-year remission period.	Neuropathology	2012 Oct
medulloblastoma AND HDAC10[Gene]	1	1	The HDAC6/8/10 inhibitor TH34 induces DNA damage-mediated cell death in human high-grade neuroblastoma cell lines.	Arch Toxicol	2018 Aug
medulloblastoma AND HK2[Gene]	28515149	8	Pyruvate Kinase Inhibits Proliferation during Postnatal Cerebellar Neurogenesis and Suppresses Medulloblastoma Formation.	Cancer Res	2017 Jun 15
medulloblastoma AND HK2[Gene]	24569090	6	Adaptations of energy metabolism during cerebellar neurogenesis are co-opted in medulloblastoma.	Cancer Lett	2015 Jan 28
medulloblastoma AND HK2[Gene]	22496891	6	JC virus T-antigen regulates glucose metabolic pathways in brain tumor cells.	PLoS One	2012
medulloblastoma AND HK2[Gene]	26835355	5	Energy metabolism in neurodevelopment and medulloblastoma.	Transl Pediatr	2015 Jan
medulloblastoma AND HK2[Gene]	24280485	38	Hexokinase-2-mediated aerobic glycolysis is integral to cerebellar neurogenesis and pathogenesis of medulloblastoma.	Cancer Metab	2013 Jan 23
medulloblastoma AND HK2[Gene]	25485584	11	Druggable glycolytic requirement for Hedgehog-dependent neuronal and medulloblastoma growth.	Cell Cycle	2014
medulloblastoma AND INSM1[Gene]	23533081	6	Adenoviral insulinoma-associated protein 1 promoter-driven suicide gene therapy with enhanced selectivity for treatment of neuroendocrine cancers.	Ochsner J	2013 Spring
medulloblastoma AND INSM1[Gene]	19604042	5	INSM1 promoter-driven adenoviral herpes simplex virus thymidine kinase cancer gene therapy for the treatment of primitive neuroectodermal tumors.	Hum Gene Ther	2009 Nov
medulloblastoma AND INSM1[Gene]	16569215	22	INSM1 functions as a transcriptional repressor of the neuroD/beta2 gene through the recruitment of cyclin D1 and histone deacetylases.	Biochem J	2006 Jul 1
medulloblastoma AND INSM1[Gene]	18231642	20	An integrated approach identifies Nhlh1 and Insm1 as Sonic Hedgehog-regulated genes in developing cerebellum and medulloblastoma.	Neoplasia	2008 Jan
medulloblastoma AND INSM1[Gene]	26530405	2	Detection of neuroendocrine tumors using promoter-specific secreted Gaussia luciferase.	Int J Oncol	2016 Jan
medulloblastoma AND INSM1[Gene]	29490065		INSM1 Expression Is Frequent in Primary Central Nervous System Neoplasms but Not in the Adult Brain Parenchyma.	J Neuropathol Exp Neurol	2018 May 1
medulloblastoma AND KIF1B[Gene]	1	93	The kinesin KIF1Bbeta acts downstream from EglN3 to induce apoptosis and is a potential 1p36 tumor suppressor.	Genes Dev	2008 Apr 1
medulloblastoma AND L1CAM[Gene]	22814953	3	Differential proliferative index of cancer stem-like cells in primary and recurrent medulloblastoma in human.	Childs Nerv Syst	2012 Nov
medulloblastoma AND L1CAM[Gene]	2400996	22	Differential spectrum of expression of neural cell adhesion molecule isoforms and L1 adhesion molecules on human neuroectodermal tumors.	Cancer Res	1990 Oct 1
medulloblastoma AND L1CAM[Gene]	10403309	2	Cerebellar papillary meningioma in a 3-year-old boy: the usefulness of electron microscopy for diagnosis.	Am J Surg Pathol	1999 Jul
medulloblastoma AND L1CAM[Gene]	9759372		[Polysialylated NCAM in CSF, a marker for invasive medulloblastoma].	C R Seances Soc Biol Fil	1998
medulloblastoma AND LARS[Gene]	1	1	Large-cell medulloblastoma in Aicardi syndrome. Case report and literature review.	Neuropediatrics	2004 Oct
medulloblastoma AND MAGEA3[Gene]	18426187	18	Cancer-testis (CT) antigen expression in medulloblastoma.	Cancer Immun	2008 Apr 22
medulloblastoma AND MAGEA3[Gene]	25855497		Targeting cancer-testis antigens in recurrent pediatric brain tumors.	J Neurooncol	2015 May
medulloblastoma AND MCC[Gene]	29712574	7	Durable regression of Medulloblastoma after regional and intravenous delivery of anti-HER2 chimeric antigen receptor T cells.	J Immunother Cancer	2018 Apr 30
medulloblastoma AND MCC[Gene]	30045067		A Comparison of the Histopathologic Growth Patterns Between Non-Merkel Cell Small Round Blue Cell Tumors and Merkel Cell Carcinoma.	Am J Dermatopathol	2018 Nov
medulloblastoma AND MTA1[Gene]	1		Metastasis-associated gene 1 expression in human medulloblastoma and its association with invasion and metastasis in medulloblastoma Daoy cell lines.	Genet Mol Res	2016 Jun 17
medulloblastoma AND MYT1L[Gene]	1	17	Identification of a neuronal transcription factor network involved in medulloblastoma development.	Acta Neuropathol Commun	2013 Jul 11
medulloblastoma AND NDRG1[Gene]	1	251	Subgroup-specific structural variation across 1,000 medulloblastoma genomes.	Nature	2012 Aug 2
medulloblastoma AND NEUROD1[Gene]	20515335	5	Upregulation of SOX2, NOTCH1, and ID1 in supratentorial primitive neuroectodermal tumors: a distinct differentiation pattern from that of medulloblastomas.	J Neurosurg Pediatr	2010 Jun
medulloblastoma AND NEUROD1[Gene]	28213356	4	OTX2 Activity at Distal Regulatory Elements Shapes the Chromatin Landscape of Group 3 Medulloblastoma.	Cancer Discov	2017 Mar
medulloblastoma AND NEUROD1[Gene]	19609565	26	Defects in the cerebella of conditional Neurod1 null mice correlate with effective Tg(Atoh1-cre) recombination and granule cell requirements for Neurod1 for differentiation.	Cell Tissue Res	2009 Sep
medulloblastoma AND NEUROD1[Gene]	16569215	22	INSM1 functions as a transcriptional repressor of the neuroD/beta2 gene through the recruitment of cyclin D1 and histone deacetylases.	Biochem J	2006 Jul 1
medulloblastoma AND NEUROD1[Gene]	28915627	2	Panobinostat, a histone deacetylase inhibitor, suppresses leptomeningeal seeding in a medulloblastoma animal model.	Oncotarget	2017 Aug 22
medulloblastoma AND NEUROD1[Gene]	9270024	17	Expression of neurogenic basic helix-loop-helix genes in primitive neuroectodermal tumors.	Cancer Res	1997 Aug 15
medulloblastoma AND NEUROD2[Gene]	27086929	6	WIP1 modulates responsiveness to Sonic Hedgehog signaling in neuronal precursor cells and medulloblastoma.	Oncogene	2016 Oct 20
medulloblastoma AND NEUROD2[Gene]	25921740	4	Characterization of cancer stem cells and primary cilia in medulloblastoma.	CNS Neurol Disord Drug Targets	2015
medulloblastoma AND NEUROD2[Gene]	22407012	22	Hedgehog-mediated regulation of PPARγ controls metabolic patterns in neural precursors and shh-driven medulloblastoma.	Acta Neuropathol	2012 Apr
medulloblastoma AND NEUROD2[Gene]	9270024	17	Expression of neurogenic basic helix-loop-helix genes in primitive neuroectodermal tumors.	Cancer Res	1997 Aug 15
medulloblastoma AND NEUROD2[Gene]	22869526	11	A distinct Smoothened mutation causes severe cerebellar developmental defects and medulloblastoma in a novel transgenic mouse model.	Mol Cell Biol	2012 Oct
medulloblastoma AND NEUROD2[Gene]	30670636		Transcriptional repressor REST drives lineage stage-specific chromatin compaction at &lt;i&gt;Ptch1&lt;/i&gt; and increases AKT activation in a mouse model of medulloblastoma.	Sci Signal	2019 Jan 22
medulloblastoma AND NEUROD2[Gene]	30224541		p53 Function Is Compromised by Inhibitor 2 of Phosphatase 2A in Sonic Hedgehog Medulloblastoma.	Mol Cancer Res	2019 Jan
medulloblastoma AND NFIB[Gene]	1	17	Identification of a neuronal transcription factor network involved in medulloblastoma development.	Acta Neuropathol Commun	2013 Jul 11
medulloblastoma AND NISCH[Gene]	1	2	Coamplification of simple repetitive DNA fingerprint fragments and the EGFR gene in human gliomas.	Genes Chromosomes Cancer	1991 Mar
medulloblastoma AND NNAT[Gene]	18701710	8	Coexpression of neuronatin splice forms promotes medulloblastoma growth.	Neuro Oncol	2008 Oct
medulloblastoma AND NNAT[Gene]	15064731	54	Identification of differentially expressed and developmentally regulated genes in medulloblastoma using suppression subtraction hybridization.	Oncogene	2004 Apr 22
medulloblastoma AND NPR3[Gene]	23730405	4	Genetic grouping of medulloblastomas by representative markers in pathologic diagnosis.	Transl Oncol	2013 Jun
medulloblastoma AND NPR3[Gene]	20823417	361	Medulloblastoma comprises four distinct molecular variants.	J Clin Oncol	2011 Apr 10
medulloblastoma AND NPR3[Gene]	21590299	3	Combination chemotherapy with ifosfamide, cisplatin, and etoposide for medulloblastoma: single-institute experience and differences in efficacy for subgroups of medulloblastoma.	Childs Nerv Syst	2011 Sep
medulloblastoma AND NPR3[Gene]	25303160	1	A patient with medulloblastoma in its early developmental stage.	J Neurosurg Pediatr	2014 Dec
medulloblastoma AND NRL[Gene]	1	6	NRL and CRX Define Photoreceptor Identity and Reveal Subgroup-Specific Dependencies in Medulloblastoma.	Cancer Cell	2018 Mar 12
medulloblastoma AND OTX2[Gene]	26398939	7	OTX2 exhibits cell-context-dependent effects on cellular and molecular properties of human embryonic neural precursors and medulloblastoma cells.	Dis Model Mech	2015 Oct 1
medulloblastoma AND OTX2[Gene]	25859932	7	MiR-206, a Cerebellum Enriched miRNA Is Downregulated in All Medulloblastoma Subgroups and Its Overexpression Is Necessary for Growth Inhibition of Medulloblastoma Cells.	J Mol Neurosci	2015 Jul
medulloblastoma AND OTX2[Gene]	24816892	6	OTX2 duplication is implicated in hemifacial microsomia.	PLoS One	2014
medulloblastoma AND OTX2[Gene]	28213356	4	OTX2 Activity at Distal Regulatory Elements Shapes the Chromatin Landscape of Group 3 Medulloblastoma.	Cancer Discov	2017 Mar
medulloblastoma AND OTX2[Gene]	29490009	3	Metastatic group 3 medulloblastoma is driven by PRUNE1 targeting NME1-TGF-β-OTX2-SNAIL via PTEN inhibition.	Brain	2018 May 1
medulloblastoma AND OTX2[Gene]	27781424	3	Update on the integrated histopathological and genetic classification of medulloblastoma - a practical diagnostic guideline.	Clin Neuropathol	2016 Nov/Dec
medulloblastoma AND OTX2[Gene]	26397460	3	OTX2 is a therapeutic target for retinoblastoma and may function as a common factor between C-MYC, CRX, and phosphorylated RB pathways.	Int J Oncol	2015 Nov
medulloblastoma AND OTX2[Gene]	25211508	16	Pediatric brain tumor cell lines.	J Cell Biochem	2015 Feb
medulloblastoma AND OTX2[Gene]	24756834	13	miR-219 inhibits the proliferation, migration and invasion of medulloblastoma cells by targeting CD164.	Int J Mol Med	2014 Jul
medulloblastoma AND OTX2[Gene]	24580054	13	Microarray discovery of new OGT substrates: the medulloblastoma oncogene OTX2 is O-GlcNAcylated.	J Am Chem Soc	2014 Apr 2
medulloblastoma AND OTX2[Gene]	25473003	10	A five-gene hedgehog signature developed as a patient preselection tool for hedgehog inhibitor therapy in medulloblastoma.	Clin Cancer Res	2015 Feb 1
medulloblastoma AND OTX2[Gene]	30797919	1	OTX1 and OTX2 Genes in Medulloblastoma.	World Neurosurg	2019 Jul
medulloblastoma AND OTX2[Gene]	30100614	1	Otx2 promotes granule cell precursor proliferation and Shh-dependent medulloblastoma maintenance in vivo.	Oncogenesis	2018 Aug 13
medulloblastoma AND OTX2[Gene]	29377567	1	Characterization of a novel OTX2-driven stem cell program in Group 3 and Group 4 medulloblastoma.	Mol Oncol	2018 Apr
medulloblastoma AND OTX2[Gene]	28401018	1	OTX2 expression contributes to proliferation and progression in Myc-amplified medulloblastoma.	Am J Cancer Res	2017
medulloblastoma AND OTX2[Gene]	31343993		Simplified Molecular Subtyping of Medulloblastoma for Reduced Cost and Improved Turnaround Time.	Appl Immunohistochem Mol Morphol	2019 Jul 23
medulloblastoma AND OTX2[Gene]	30790012		[Neuropathology of medulloblastomas and other CNS embryonal tumors : Precision diagnostics through the integration of genetic markers].	Pathologe	2019 Mar
medulloblastoma AND OTX2[Gene]	28844926		An Unusual Combination of Mirror-Image Dextrocardia with Familial Medulloblastoma: Is There a Histogenetic Relationship?	World Neurosurg	2017 Nov
medulloblastoma AND OTX2[Gene]	27297109		Hand1 overexpression inhibits medulloblastoma metastasis.	Biochem Biophys Res Commun	2016 Aug 19
medulloblastoma AND OTX2[Gene]	25198066		Chromatin accessibility mapping identifies mediators of basal transcription and retinoid-induced repression of OTX2 in medulloblastoma.	PLoS One	2014
medulloblastoma AND PCGF1[Gene]	1	14	Clarifying the impact of polycomb complex component disruption in human cancers.	Mol Cancer Res	2014 Apr
medulloblastoma AND PHF19[Gene]	1	11	Functional characterization of human Polycomb-like 3 isoforms identifies them as components of distinct EZH2 protein complexes.	Biochem J	2011 Mar 1
medulloblastoma AND PPP2R2B[Gene]	1		Differential Expression of Genes for Ubiquitin Ligases in Medulloblastoma Subtypes.	Cerebellum	2019 Jun
medulloblastoma AND PVT1[Gene]	1	251	Subgroup-specific structural variation across 1,000 medulloblastoma genomes.	Nature	2012 Aug 2
medulloblastoma AND SNAP25[Gene]	1		Detection of lower levels of SNAP25 using multiple microarray systems and its functional significance in medulloblastoma.	Int J Mol Med	2017 May
medulloblastoma AND SNHG1[Gene]	1	4	Systemically identifying and prioritizing risk lncRNAs through integration of pan-cancer phenotype associations.	Oncotarget	2017 Feb 14
medulloblastoma AND STK25[Gene]	1	7	STK25 protein mediates TrkA and CCM2 protein-dependent death in pediatric tumor cells of neural origin.	J Biol Chem	2012 Aug 24
medulloblastoma AND STK36[Gene]	1		Phosphorylation of Ci/Gli by Fused Family Kinases Promotes Hedgehog Signaling.	Dev Cell	2019 Jun 28
medulloblastoma AND SYP[Gene]	24791927	19	Prognostic significance of clinical, histopathological, and molecular characteristics of medulloblastomas in the prospective HIT2000 multicenter clinical trial cohort.	Acta Neuropathol	2014 Jul
medulloblastoma AND SYP[Gene]	29179964		A case of multifocal medulloblastoma in an adult patient.	Rev Esp Patol	2017 Jan - Mar
medulloblastoma AND TBR1[Gene]	1	285	Dissecting the genomic complexity underlying medulloblastoma.	Nature	2012 Aug 2
medulloblastoma AND TBX1[Gene]	1		[Sonic Hedgehog signaling pathway and regulation of inner ear development].	Yi Chuan	2013 Sep
medulloblastoma AND ULK3[Gene]	1		Phosphorylation of Ci/Gli by Fused Family Kinases Promotes Hedgehog Signaling.	Dev Cell	2019 Jun 28
medulloblastoma AND XRCC1[Gene]	22542805	5	Blockade of SOX4 mediated DNA repair by SPARC enhances radioresponse in medulloblastoma.	Cancer Lett	2012 Oct 28
medulloblastoma AND XRCC1[Gene]	30274781		DNA polymerase β deficiency in the p53 null cerebellum leads to medulloblastoma formation.	Biochem Biophys Res Commun	2018 Oct 28
primitive neuroectodermal tumor of the central nervous system AND ABCA5[Gene]	1	2	Changes in sphingomyelin level affect alpha-synuclein and ABCA5 expression.	J Parkinsons Dis	2012
primitive neuroectodermal tumor of the central nervous system AND AMPH[Gene]	18406059	8	Melatonin inhibits amphetamine-induced increase in alpha-synuclein and decrease in phosphorylated tyrosine hydroxylase in SK-N-SH cells.	Neurosci Lett	2008 May 16
primitive neuroectodermal tumor of the central nervous system AND AMPH[Gene]	24321511	6	N-terminus regulation of VMAT2 mediates methamphetamine-stimulated efflux.	Neuroscience	2014 Feb 14
primitive neuroectodermal tumor of the central nervous system AND ARNTL[Gene]	1	10	A disruption mechanism of the molecular clock in a MPTP mouse model of Parkinson's disease.	Neuromolecular Med	2013 Jun
primitive neuroectodermal tumor of the central nervous system AND BMP6[Gene]	1	5	Bone morphogenetic proteins-2 and -4 attenuate apoptosis in a cerebellar primitive neuroectodermal tumor cell line.	J Neurosci Res	1999 May 1
primitive neuroectodermal tumor of the central nervous system AND CCNG1[Gene]	1	47	Id2 mediates tumor initiation, proliferation, and angiogenesis in Rb mutant mice.	Mol Cell Biol	2005 May
primitive neuroectodermal tumor of the central nervous system AND CDC14B[Gene]	1	14	Modulation of gene expression in human central nervous system tumors under methionine deprivation-induced stress.	Cancer Res	2004 Oct 15
primitive neuroectodermal tumor of the central nervous system AND CDKN2C[Gene]	19147556	7	p18Ink4c and p53 Act as tumor suppressors in cyclin D1-driven primitive neuroectodermal tumor.	Cancer Res	2009 Jan 15
primitive neuroectodermal tumor of the central nervous system AND CDKN2C[Gene]	16260494	69	The tumor suppressors Ink4c and p53 collaborate independently with Patched to suppress medulloblastoma formation.	Genes Dev	2005 Nov 15
primitive neuroectodermal tumor of the central nervous system AND CDKN2C[Gene]	19147535	29	Two tumor suppressors, p27Kip1 and patched-1, collaborate to prevent medulloblastoma.	Mol Cancer Res	2009 Jan
primitive neuroectodermal tumor of the central nervous system AND CIT[Gene]	21049517	7	High-dose carboplatin-irinotecan-temozolomide: treatment option for neuroblastoma resistant to topotecan.	Pediatr Blood Cancer	2011 Mar
primitive neuroectodermal tumor of the central nervous system AND CIT[Gene]	10933227	4	Medulloepithelioma of the optic nerve with intradural extension--report of two cases and a review of the literature.	Childs Nerv Syst	2000 Jun
primitive neuroectodermal tumor of the central nervous system AND CRMP1[Gene]	26009886	3	CRMP1 Inhibits Proliferation of Medulloblastoma and Is Regulated by HMGA1.	PLoS One	2015
primitive neuroectodermal tumor of the central nervous system AND CRMP1[Gene]	9115293	14	Identification and characterization of a retinoic acid-regulated human homologue of the unc-33-like phosphoprotein gene (hUlip) from neuroblastoma cells.	J Biol Chem	1997 May 2
primitive neuroectodermal tumor of the central nervous system AND CRMP1[Gene]	25865307	12	Proteomic analysis of the palmitoyl protein thioesterase 1 interactome in SH-SY5Y human neuroblastoma cells.	J Proteomics	2015 Jun 18
primitive neuroectodermal tumor of the central nervous system AND CRY1[Gene]	1	10	A disruption mechanism of the molecular clock in a MPTP mouse model of Parkinson's disease.	Neuromolecular Med	2013 Jun
primitive neuroectodermal tumor of the central nervous system AND EBF1[Gene]	1	5	ZNF423: Transcriptional modulation in development and cancer.	Mol Cell Oncol	2014 Jul-Sep
primitive neuroectodermal tumor of the central nervous system AND EEF2[Gene]	1		Activity of translation regulator eukaryotic elongation factor-2 kinase is increased in Parkinson disease brain and its inhibition reduces alpha synuclein toxicity.	Acta Neuropathol Commun	2018 Jul 2
primitive neuroectodermal tumor of the central nervous system AND ERG[Gene]	18459906	7	Primary Ewing sarcoma of the tentorium presenting with intracranial hemorrhage in a child.	J Neurosurg	2007 Nov
primitive neuroectodermal tumor of the central nervous system AND ERG[Gene]	17525681	4	Primary Ewing sarcoma of the brain: a case report and literature review.	Diagn Mol Pathol	2007 Jun
primitive neuroectodermal tumor of the central nervous system AND ETV5[Gene]	1	11	Rho kinase activates ezrin-radixin-moesin (ERM) proteins and mediates their function in cortical neuron growth, morphology and motility in vitro.	J Neurosci Res	2007 Jan
primitive neuroectodermal tumor of the central nervous system AND GLI3[Gene]	1	4	Retrospective family study of childhood medulloblastoma.	Am J Med Genet A	2005 May 1
primitive neuroectodermal tumor of the central nervous system AND GPC3[Gene]	1	6	Immunohistochemical expression of glypican-3 in pediatric tumors: an analysis of 414 cases.	Pediatr Dev Pathol	2013 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND HIC1[Gene]	18347096	42	Cooperation between the Hic1 and Ptch1 tumor suppressors in medulloblastoma.	Genes Dev	2008 Mar 15
primitive neuroectodermal tumor of the central nervous system AND HIC1[Gene]	16965951	4	KCTD11 expression in medulloblastoma is lower than in adult cerebellum and higher than in neural stem cells.	Cancer Genet Cytogenet	2006 Oct 1
primitive neuroectodermal tumor of the central nervous system AND HIC1[Gene]	14688019	26	Identification of tumour-specific epigenetic events in medulloblastoma development by hypermethylation profiling.	Carcinogenesis	2004 May
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28504719	9	Novel MYC-driven medulloblastoma models from multiple embryonic cerebellar cells.	Oncogene	2017 Sep 14
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28627017	6	Functional expression of calcium-permeable canonical transient receptor potential 4-containing channels promotes migration of medulloblastoma cells.	J Physiol	2017 Aug 15
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28687316	3	Levodopa (L-DOPA) attenuates endoplasmic reticulum stress response and cell death signaling through DRD2 in SH-SY5Y neuronal cells under α-synuclein-induced toxicity.	Neuroscience	2017 Sep 1
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29869738	2	Rethinking medulloblastoma from a targeted therapeutics perspective.	J Neurooncol	2018 Sep
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	30096555	1	Congenital medulloblastoma: Fetal and postnatal longitudinal observation with quantitative MRI.	Clin Imaging	2018 Nov - Dec
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29277914	1	Synaptic localization of the SUMOylation-regulating protease SENP5 in the adult mouse brain.	J Comp Neurol	2018 Apr 15
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29200961	1	Posterior cerebral fossa medulloepithelioma: report of a case.	BMC Clin Pathol	2017
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	30790012		[Neuropathology of medulloblastomas and other CNS embryonal tumors : Precision diagnostics through the integration of genetic markers].	Pathologe	2019 Mar
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	30516696		Childhood Medulloblastoma Revisited.	Top Magn Reson Imaging	2018 Dec
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29938304		Outcomes in children with central nervous system tumors disseminated at presentation: a large single-center experience.	Childs Nerv Syst	2018 Nov
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29744624		A rare case of paediatric primary central nervous system lymphoma treated with high-dose methotrexate and rituximab-based chemoimmunotherapy and whole brain radiotherapy followed by tumour bed boost with three-dimensional conformal radiation technique.	Childs Nerv Syst	2018 Sep
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29687281		Prognostic value of Ki-67 index in adult medulloblastoma after accounting for molecular subgroup: a retrospective clinical and molecular analysis.	J Neurooncol	2018 Sep
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29490065		INSM1 Expression Is Frequent in Primary Central Nervous System Neoplasms but Not in the Adult Brain Parenchyma.	J Neuropathol Exp Neurol	2018 May 1
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29285586		Intracranial Ewing sarcoma: four pediatric examples.	Childs Nerv Syst	2018 Mar
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	29185283		Surgical Treatment of Neuroblastoma.	Isr Med Assoc J	2017 Nov
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28464318		Examination of PHOX2B in adult neuroendocrine neoplasms reveals relatively frequent expression in phaeochromocytomas and paragangliomas.	Histopathology	2017 Oct
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28398210		Out-of-field doses from pediatric craniospinal irradiations using 3D-CRT, IMRT, helical tomotherapy and electron-based therapy.	Phys Med Biol	2017 Jul 7
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28358445		Paediatric Medulloblastoma: An Updated Review.	West Indian Med J	2016 Mar 16
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28248728		Clinicopathologic Features of the Non-CNS Primary Ewing Sarcoma Family of Tumors in the Head and Neck Region.	Appl Immunohistochem Mol Morphol	2018 Oct
primitive neuroectodermal tumor of the central nervous system AND LARGE[Gene]	28191622		Embryonal Tumor with Multilayered Rosettes in a 3-Year-Old Girl: Case Report.	Turk Neurosurg	2019
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	19680737	9	Effects of proNGF on neuronal viability, neurite growth and amyloid-beta metabolism.	Neurotox Res	2010 Apr
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	21346312	7	Neuroprotective effect of neuropeptide Y against β-amyloid 25-35 toxicity in SH-SY5Y neuroblastoma cells is associated with increased neurotrophin production.	Neurodegener Dis	2011
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	23644925	5	Neuritogenic and neuroprotective effects of polar steroids from the Far East starfishes Patiria pectinifera and Distolasterias nipon.	Mar Drugs	2013 May 3
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	11418297	4	Immunocytochemical detection of leukocyte-associated and apoptosis-related antigen expression in childhood brain tumors.	Crit Rev Oncol Hematol	2001 Jul-Aug
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	19766605	3	Valproate reversibly reduces neurite outgrowth by human SY5Y neuroblastoma cells.	Brain Res	2009 Dec 11
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	9668353	3	Significance of gangliosides in neuronal differentiation of neuroblastoma cells and neurite growth in tissue culture.	Ann N Y Acad Sci	1998 Jun 19
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	9413253	3	Lack of effect of Miller Fisher sera/plasmas on transmitter release from PC12 cells.	J Neuroimmunol	1997 Dec
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	11704860	23	The gene for a new brain specific RhoA exchange factor maps to the highly unstable chromosomal region 1p36.2-1p36.3.	Oncogene	2001 Nov 1
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	11438594	22	alpha2-chimaerin, a Cdc42/Rac1 regulator, is selectively expressed in the rat embryonic nervous system and is involved in neuritogenesis in N1E-115 neuroblastoma cells.	J Neurosci	2001 Jul 15
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	16771171	2	TrkA expression is associated with an elevated level of apoptosis in classic medulloblastomas.	Neuropathology	2006 Jun
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	9473629	2	NGF, cyclic AMP, and phorbol esters regulate oxytocin receptor gene transcription in SK-N-SH and MCF7 cells.	Brain Res Mol Brain Res	1998 Jan
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	15147304	16	Nicotine reduces A beta in the brain and cerebral vessels of APPsw mice.	Eur J Neurosci	2004 May
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	15611041	15	HIV-1 Tat interactions with p300 and PCAF transcriptional coactivators inhibit histone acetylation and neurotrophin signaling through CREB.	J Biol Chem	2005 Mar 11
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	29380702	1	Biological and Genetic Features of Neuroblastoma and Their Clinical Importance.	Curr Pediatr Rev	2018
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	29341901	1	A small peptide derived from BMP-9 can increase the effect of bFGF and NGF on SH-SY5Y cells differentiation.	Mol Cell Neurosci	2018 Apr
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	17550129	1	Neurotrophin receptors and heparanase: a functional axis in human medulloblastoma invasion.	J Exp Clin Cancer Res	2007 Mar
primitive neuroectodermal tumor of the central nervous system AND NGF[Gene]	16708888	1	Secretory factors of human neuroblastoma (IMR-32) and human glioblastoma (U87MG) cell lines induce neurite outgrowths in PC12 cells.	Indian J Exp Biol	2006 May
